cluster,labels,include,conceptId,category,prefLabel,note
aat|gouaches-paintings,Gouaches (paintings),n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|graphzines,Graphzines,n,,,,auto: unclassified; REVIEW
aat|greeting-cards,Greeting cards.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|hand-composition,Hand composition.,n,,,,auto: unclassified; REVIEW
aat|handmade-books,Handmade books,y,handmade,technique,Handmade,"auto: reconciled to existing concept ""handmade""; VERIFY"
aat|handmade-paper,Handmade paper.,y,handmade-paper,material,Handmade paper,"auto: reconciled to existing concept ""handmade-paper""; VERIFY"
aat|handmade-papers,Handmade papers.,y,handmade-paper,material,Handmade paper,"auto: reconciled to existing concept ""handmade-paper""; VERIFY"
aat|handmade-papers-fiber-product,Handmade papers (fiber product),y,handmade-paper,material,Handmade paper,"auto: reconciled to existing concept ""handmade-paper""; VERIFY"
aat|handwriting,Handwriting.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|hardcover-books,Hardcover books.,n,,,,auto: unclassified; REVIEW
aat|hinges-hardware,Hinges (hardware).,n,,,,auto: unclassified; REVIEW
aat|illuminated-manuscripts-manuscripts-document-genre,Illuminated manuscripts (manuscripts (document genre)),n,,,,auto: unclassified; REVIEW
aat|illustrated-books,illustrated books.,n,,,,auto: unclassified; REVIEW
aat|ink,Ink.,y,ink,material,Ink,auto: NEW material concept (best-guess); REVIEW id/label/category
aat|inkjet-prints,Inkjet prints. | Inkjet prints,y,inkjet-prints,production-printing,Inkjet prints,"auto: reconciled to existing concept ""inkjet-prints""; VERIFY"
aat|intaglio-prints,Intaglio prints.,y,intaglio-prints,production-printing,Intaglio prints,auto: NEW production-printing concept (best-guess); REVIEW id/label/category
aat|japanese-paper-handmade-paper,Japanese paper (handmade paper).,y,japanese-paper-handmade-paper,material,Japanese paper (handmade paper),auto: NEW material concept (best-guess); REVIEW id/label/category
aat|labels-identifying-artifacts,Labels (identifying artifacts),n,,,,auto: unclassified; REVIEW
aat|laser-beam-cutting,Laser beam cutting.,n,,,,auto: unclassified; REVIEW
aat|leterpress-printing,Leterpress printing,n,,,,auto: unclassified; REVIEW
aat|letterpress-printing,Letterpress printing. | Letterpress printing,y,letterpress-printing,production-printing,Letterpress printing,"auto: reconciled to existing concept ""letterpress-printing""; VERIFY"
aat|letters-correspondence,Letters (correspondence).,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|limited-editions,limited editions. | Limited editions.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|limp-bindings,Limp bindings.,y,limp-bindings,binding-format,Limp bindings,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
aat|line-drawings,Line drawings,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|linocuts,Linocuts | Linocuts.,y,linocuts,production-printing,Linocuts,"auto: reconciled to existing concept ""linocuts""; VERIFY"
aat|linocuts-prints,Linocuts (prints),y,linocuts,production-printing,Linocuts,"auto: reconciled to existing concept ""linocuts""; VERIFY"
aat|literary-format,Literary format,n,,,,auto: unclassified; REVIEW
aat|lithographs,Lithographs | Lithographs.,y,lithographs,production-printing,Lithographs,"auto: reconciled to existing concept ""lithographs""; VERIFY"
aat|lithography,Lithography,n,,,,auto: unclassified; REVIEW
aat|livres-de-peintres,livres de peintres,n,,,,auto: unclassified; REVIEW
aat|mail-art,Mail art | Mail art.,n,,,,auto: unclassified; REVIEW
aat|manipulated-photographs,Manipulated photographs,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|materials,Materials,n,,,,auto: unclassified; REVIEW
aat|metallic-paper,metallic paper.,y,metallic-paper,material,Metallic paper,auto: NEW material concept (best-guess); REVIEW id/label/category
aat|miniature-books,Miniature books. | Miniature books,y,miniature-books,binding-format,Miniature books,"auto: reconciled to existing concept ""miniature-books""; VERIFY"
aat|mixed-media,Mixed media.,y,mixed-media,technique,Mixed media,"auto: reconciled to existing concept ""mixed-media""; VERIFY"
aat|models-representations,Models (representations),n,,,,auto: unclassified; REVIEW
aat|monotypes,Monotypes.,n,,,,auto: unclassified; REVIEW
aat|monotypes-planographic-prints,Monotypes (Planographic prints).,n,,,,auto: unclassified; REVIEW
aat|movable-books,Movable books | Movable books.,y,movable-books,binding-format,Toy and movable books,"auto: reconciled to existing concept ""movable-books""; VERIFY"
aat|moveable-books,Moveable books.,n,,,,auto: unclassified; REVIEW
aat|multimedia-works,Multimedia works,n,,,,auto: unclassified; REVIEW
aat|multiple,Multiple.,n,,,,auto: unclassified; REVIEW
aat|multiples,multiples. | Multiples. | Multiples,n,,,,auto: unclassified; REVIEW
aat|mylar-tm,Mylar (TM),y,mylar-tm,material,Mylar (TM),auto: NEW material concept (best-guess); REVIEW id/label/category
aat|novels,novels.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|numbered-limited-editions,Numbered limited editions,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|nylon,Nylon.,n,,,,auto: unclassified; REVIEW
aat|offset-halftones,Offset halftones,y,offset-halftones,production-printing,Offset halftones,auto: NEW production-printing concept (best-guess); REVIEW id/label/category
aat|offset-lithographs,Offset lithographs | offset lithographs.,y,offset-lithographs,production-printing,Offset lithographs,auto: NEW production-printing concept (best-guess); REVIEW id/label/category
aat|offset-lithography,Offset lithography. | Offset lithography,y,offset-lithography,production-printing,Offset lithography,auto: NEW production-printing concept (best-guess); REVIEW id/label/category
aat|offset-printed-halftones,Offset-printed halftones,y,offset-printed-halftones,production-printing,Offset-printed halftones,auto: NEW production-printing concept (best-guess); REVIEW id/label/category
aat|offset-printing,Offset printing. | Offset printing,y,offset-printing,production-printing,Offset printing,"auto: reconciled to existing concept ""offset-printing""; VERIFY"
aat|organic-materials,Organic materials.,n,,,,auto: unclassified; REVIEW
aat|original-color,Original color.,n,,,,auto: unclassified; REVIEW
aat|palladium-prints,Palladium prints.,n,,,,auto: unclassified; REVIEW
aat|pamphlet-bindings,Pamphlet bindings.,y,pamphlet-bindings,binding-format,Pamphlet bindings,"auto: reconciled to existing concept ""pamphlet-bindings""; VERIFY"
aat|pamphlets,Pamphlets.,y,pamphlet-bindings,binding-format,Pamphlet bindings,"auto: reconciled to existing concept ""pamphlet-bindings""; VERIFY"
aat|paper-cutouts,Paper cutouts,y,paper-cutouts,material,Paper cutouts,auto: NEW material concept (best-guess); REVIEW id/label/category
aat|paper-scupltors,Paper scupltors.,y,paper-scupltors,material,Paper scupltors,auto: NEW material concept (best-guess); REVIEW id/label/category
aat|paperwork,Paperwork.,n,,,,auto: unclassified; REVIEW
aat|papier-m-ch,Papier mâché.,y,papier-mache,technique,Papier-mâché,"auto: reconciled to existing concept ""papier-mache""; VERIFY"
aat|pdf,PDF.,n,,,,auto: unclassified; REVIEW
aat|perfect-binding-process,Perfect binding (process). | Perfect binding (process.,y,perfect-binding-process,binding-format,Perfect binding (process,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
aat|performance-art-documents,Performance art documents.,n,,,,auto: unclassified; REVIEW
aat|periodicals,Periodicals | periodicals.,n,,,,auto: unclassified; REVIEW
aat|phonograph-records,phonograph records.,n,,,,auto: unclassified; REVIEW
aat|photocollages-photographic-compositions,Photocollages (photographic compositions).,n,,,,auto: unclassified; REVIEW
aat|photocopies,Photocopies. | photocopies.,n,,,,auto: unclassified; REVIEW
aat|photographic-prints,Photographic prints.,n,,,,auto: unclassified; REVIEW
aat|photographs,Photographs.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|photography,Photography.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|photogravures,Photogravures,n,,,,auto: unclassified; REVIEW
aat|photogravures-prints,Photogravures (prints),n,,,,auto: unclassified; REVIEW
aat|photomontages-visual-works,Photomontages (visual works).,n,,,,auto: unclassified; REVIEW
aat|photopolymer-plates-printing-plates,Photopolymer plates (printing plates).,n,,,,auto: unclassified; REVIEW
aat|pigment-prints,Pigment prints | Pigment prints.,y,pigment-prints,production-printing,Pigment prints,auto: NEW production-printing concept (best-guess); REVIEW id/label/category
aat|pins-fasteners,Pins (fasteners).,n,,,,auto: unclassified; REVIEW
aat|plant-material,Plant material.,y,plant-material,material,Plant material,"auto: reconciled to existing concept ""plant-material""; VERIFY"
aat|plastic-laminate,Plastic laminate,y,plastic-laminate,material,Plastic laminate,auto: NEW material concept (best-guess); REVIEW id/label/category
aat|playing-cards,Playing cards.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|plays,Plays,n,,,,auto: unclassified; REVIEW
aat|pochoir,Pochoir | Pochoir.,y,pochoir,production-printing,Pochoir,"auto: reconciled to existing concept ""pochoir""; VERIFY"
aat|poems,Poems | poems.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|poetry,poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|postage-stamps,Postage stamps.,n,,,,auto: unclassified; REVIEW
aat|postcards,Postcards. | Postcards,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|printed-cloth-bindings-gathered-matter-components,Printed cloth bindings (gathered matter components.,y,printed-cloth-bindings-gathered-matter-components,binding-format,Printed cloth bindings (gathered matter components,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
aat|printing-production-method,Printing/production method,n,,,,auto: unclassified; REVIEW
aat|prints,Prints,n,,,,auto: unclassified; REVIEW
aat|prints-visual-works,Prints (visual works),n,,,,auto: unclassified; REVIEW
aat|production-format,Production format,n,,,,auto: unclassified; REVIEW
aat|publication-format,Publication format,n,,,,auto: unclassified; REVIEW
aat|pyrography,Pyrography,n,,,,auto: unclassified; REVIEW
aat|rabbit-hair,Rabbit hair.,n,,,,auto: unclassified; REVIEW
aat|rabbit-skin,Rabbit skin.,n,,,,auto: unclassified; REVIEW
aat|rare-books,Rare books.,n,,,,auto: unclassified; REVIEW
aat|recycled-materials,Recycled materials.,n,,,,auto: unclassified; REVIEW
aat|relief-prints,Relief prints.,y,relief-prints,production-printing,Relief prints,"auto: reconciled to existing concept ""relief-prints""; VERIFY"
aat|reproductive-prints,Reproductive prints,n,,,,auto: unclassified; REVIEW
aat|ribbon-material,Ribbon (material).,y,ribbon,material,Ribbon,"auto: reconciled to existing concept ""ribbon""; VERIFY"
aat|rubber-stamp-art,Rubber stamp art,y,rubber-stamp-art,technique,Rubber stamp art,auto: NEW technique concept (best-guess); REVIEW id/label/category
aat|rubber-stamp-printing,Rubber stamp printing.,y,rubber-stamp-printing,technique,Rubber stamp printing,auto: NEW technique concept (best-guess); REVIEW id/label/category
aat|saddle-stitching,Saddle stitching.,y,saddle-stitching,technique,Saddle stitching,auto: NEW technique concept (best-guess); REVIEW id/label/category
aat|samples,Samples.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|sand,Sand.,y,sand,material,Sand,"auto: reconciled to existing concept ""sand""; VERIFY"
aat|satin,Satin.,n,,,,auto: unclassified; REVIEW
aat|screen-printing,Screen printing,y,screen-printing,production-printing,Screen printing,"auto: reconciled to existing concept ""screen-printing""; VERIFY"
aat|screen-prints,Screen prints | Screen prints.,y,screen-printing,production-printing,Screen printing,"auto: reconciled to existing concept ""screen-printing""; VERIFY"
aat|screenprints,Screenprints,n,,,,auto: unclassified; REVIEW
aat|scrolls-information-artifacts,Scrolls (information artifacts),y,scrolls,binding-format,Scrolls,"auto: reconciled to existing concept ""scrolls""; VERIFY"
aat|shaped-books,Shaped books | Shaped books.,y,shaped-books,binding-format,Shaped books,"auto: reconciled to existing concept ""shaped-books""; VERIFY"
aat|short-stories,short stories.,n,,,,auto: unclassified; REVIEW
aat|side-stitching,Side stitching.,y,side-stitching,technique,Side stitching,auto: NEW technique concept (best-guess); REVIEW id/label/category
aat|signed-limited-editions,Signed limited editions,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|slipcases,Slipcases.,y,slipcases,binding-format,Slipcases,"auto: reconciled to existing concept ""slipcases""; VERIFY"
aat|soft-ground-etchings,Soft-ground etchings,y,soft-ground-etchings,production-printing,Soft-ground etchings,auto: NEW production-printing concept (best-guess); REVIEW id/label/category
aat|sound-recordings,Sound recordings. | sound recordings.,n,,,,auto: unclassified; REVIEW
aat|stabbing-binding,Stabbing (Binding).,y,stabbing-binding,binding-format,Stabbing (Binding),auto: NEW binding-format concept (best-guess); REVIEW id/label/category
aat|stamping-marking,Stamping (marking) | Stamping (marking).,y,stamping,technique,Stamping,"auto: reconciled to existing concept ""stamping""; VERIFY"
aat|stamps-marks,Stamps (marks),n,,,,auto: unclassified; REVIEW
aat|staple-binding,Staple binding.,y,staple-bindings,binding-format,Staple bindings,"auto: reconciled to existing concept ""staple-bindings""; VERIFY"
aat|staple-bindings,Staple bindings.,y,staple-bindings,binding-format,Staple bindings,"auto: reconciled to existing concept ""staple-bindings""; VERIFY"
aat|stenciling-process,Stenciling (process) | Stenciling (process).,n,,,,auto: unclassified; REVIEW
aat|stencils-visual-works,Stencils (visual works),y,stencil-prints,production-printing,Stencil prints,"auto: reconciled to existing concept ""stencil-prints""; VERIFY"
aat|stone-worked-rock,Stone (worked rock).,y,stone-worked-rock,material,Stone (worked rock),auto: NEW material concept (best-guess); REVIEW id/label/category
aat|thread,Thread.,y,thread,material,Thread,auto: NEW material concept (best-guess); REVIEW id/label/category
aat|three-dimensional,Three-dimensional.,n,,,,auto: unclassified; REVIEW
aat|transparent-paper,Transparent paper. | transparent paper.,y,transparent-paper,material,Transparent paper,auto: NEW material concept (best-guess); REVIEW id/label/category
aat|twill,Twill.,n,,,,auto: unclassified; REVIEW
aat|twine,Twine.,n,,,,auto: unclassified; REVIEW
aat|typewriting,Typewriting.,n,,,,auto: unclassified; REVIEW
aat|urine,Urine.,n,,,,auto: unclassified; REVIEW
aat|velvet-fabric-weave,Velvet (fabric weave).,y,velvet-fabric-weave,material,Velvet (fabric weave),auto: NEW material concept (best-guess); REVIEW id/label/category
aat|vinyl,vinyl.,y,vinyl,material,Vinyl,auto: NEW material concept (best-guess); REVIEW id/label/category
aat|visual-analysis,Visual analysis,n,,,,auto: unclassified; REVIEW
aat|visual-poetry,visual poetry. | Visual poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|volvelles,Volvelles.,n,,,,auto: unclassified; REVIEW
aat|watercolor-paint,Watercolor (paint),n,,,,auto: unclassified; REVIEW
aat|watercolors-paintings,Watercolors (paintings),n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
aat|wood-plant-material,Wood (plant material).,y,wood,material,Wood,"auto: reconciled to existing concept ""wood""; VERIFY"
aat|wood-pulp-paper,Wood pulp paper,y,wood-pulp-paper,material,Wood pulp paper,auto: NEW material concept (best-guess); REVIEW id/label/category
aat|woodcuts,Woodcuts,y,woodcuts,production-printing,Woodcuts,"auto: reconciled to existing concept ""woodcuts""; VERIFY"
bisacsh|poetry-american-general,POETRY / American / General.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
cct|science-fiction,Science fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
cct|sea-stories,Sea stories.,n,,,,auto: unclassified; REVIEW
cct|submarines-ships,Submarines (Ships),n,,,,auto: unclassified; REVIEW
cct|toy-and-movable-books,Toy and movable books | Toy and movable books.,y,movable-books,binding-format,Toy and movable books,"auto: reconciled to existing concept ""movable-books""; VERIFY"
fast|art,Art,n,,,,auto: unclassified; REVIEW
fast|bestiaries,Bestiaries,n,,,,auto: unclassified; REVIEW
fast|commemorative-works,Commemorative works,n,,,,auto: unclassified; REVIEW
fast|criticism-interpretation-etc,"Criticism, interpretation, etc.",n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|exhibition-catalogs,Exhibition catalogs,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|fiction,Fiction,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|handbooks-and-manuals,Handbooks and manuals. | Handbooks and manuals,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|hip-hop-music,Hip-hop (Music),n,,,,auto: unclassified; REVIEW
fast|history,History,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|humor,Humor,n,,,,auto: unclassified; REVIEW
fast|illustrated-works,Illustrated works,n,,,,auto: unclassified; REVIEW
fast|interviews,Interviews,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|juvenile-works,Juvenile works,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|love-poetry,Love poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|periodicals,Periodicals,n,,,,auto: unclassified; REVIEW
fast|personal-narratives,Personal narratives,n,,,,auto: unclassified; REVIEW
fast|photobooks,Photobooks,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|popular-music,Popular music,n,,,,auto: unclassified; REVIEW
fast|portraits,Portraits,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
fast|rap-music,Rap (Music),n,,,,auto: unclassified; REVIEW
fast|rock-music,Rock music,n,,,,auto: unclassified; REVIEW
fast|sound-recordings,Sound recordings,n,,,,auto: unclassified; REVIEW
fast|toy-and-movable-books,Toy and movable books,y,movable-books,binding-format,Toy and movable books,"auto: reconciled to existing concept ""movable-books""; VERIFY"
fast|woodcuts,Woodcuts,y,woodcuts,production-printing,Woodcuts,"auto: reconciled to existing concept ""woodcuts""; VERIFY"
gmgpc|artists-books,Artists' books,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
gmgpc|banners,Banners,n,,,,auto: unclassified; REVIEW
gmgpc|baseball-cards,Baseball cards,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
gmgpc|digital-prints,Digital prints,y,digital-prints,production-printing,Digital prints,auto: NEW production-printing concept (best-guess); REVIEW id/label/category
gmgpc|drawings,Drawings,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
gmgpc|etchings,Etchings | Etchings.,y,etching,production-printing,Etching,"auto: reconciled to existing concept ""etching""; VERIFY"
gmgpc|frontispieces,Frontispieces,n,,,,auto: unclassified; REVIEW
gmgpc|glass-negatives,Glass negatives.,y,glass-negatives,material,Glass negatives,auto: NEW material concept (best-guess); REVIEW id/label/category
gmgpc|inkjet-prints,Inkjet prints,y,inkjet-prints,production-printing,Inkjet prints,"auto: reconciled to existing concept ""inkjet-prints""; VERIFY"
gmgpc|lithographs,Lithographs.,y,lithographs,production-printing,Lithographs,"auto: reconciled to existing concept ""lithographs""; VERIFY"
gmgpc|offset-lithographs,Offset lithographs,y,offset-lithographs,production-printing,Offset lithographs,auto: NEW production-printing concept (best-guess); REVIEW id/label/category
gmgpc|palladium-prints,Palladium prints,n,,,,auto: unclassified; REVIEW
gmgpc|pochoir-prints,Pochoir prints,y,pochoir,production-printing,Pochoir,"auto: reconciled to existing concept ""pochoir""; VERIFY"
gmgpc|student-works,Student works,n,,,,auto: unclassified; REVIEW
gmgpc|transparencies,Transparencies,n,,,,auto: unclassified; REVIEW
gmgpc|woodcuts,Woodcuts.,y,woodcuts,production-printing,Woodcuts,"auto: reconciled to existing concept ""woodcuts""; VERIFY"
gnd-content|ausstellungskatalog,Ausstellungskatalog,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
gnd-content|k-nstlerbuch,Künstlerbuch,n,,,,auto: unclassified; REVIEW
gnd|bildband,Bildband,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
gnd|zeichnung,Zeichnung,n,,,,auto: unclassified; REVIEW
gsafd|mystery-fiction,Mystery fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
gsafd|tragedies,Tragedies.,n,,,,auto: unclassified; REVIEW
gtt|foto-s,Foto's.,n,,,,auto: unclassified; REVIEW
gtt|jongeren,Jongeren.,n,,,,auto: unclassified; REVIEW
gtt|tekeningen,Tekeningen.,n,,,,auto: unclassified; REVIEW
homoit|children,Children.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
homoit|family-members,Family members.,n,,,,auto: unclassified; REVIEW
homoit|girls,Girls.,n,,,,auto: unclassified; REVIEW
http://homosaurus.org/v4/homoit0001102.,LGBTQ+ performance art.,n,,,,auto: unclassified; REVIEW
http://id.loc.gov/authorities/genreForms/gf2011026406.,Motion pictures.,n,,,,auto: unclassified; REVIEW
http://id.loc.gov/authorities/genreForms/gf2014026049.,Biographies.,n,,,,auto: unclassified; REVIEW
http://id.loc.gov/authorities/genreForms/gf2014026057,Catalogs,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026139,Periodicals,n,,,,auto: unclassified; REVIEW
http://id.loc.gov/authorities/genreForms/gf2014026150,Pop-up books.,y,pop-up-books,binding-format,Pop-up books,"auto: reconciled to existing concept ""pop-up-books""; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026151,Postcards.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026197,Toy and movable books.,y,movable-books,binding-format,Toy and movable books,"auto: reconciled to existing concept ""movable-books""; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026198.,Trade catalogs.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026210,Zines.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026231.,Autobiographical fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026266,Comics (Graphic works),n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026295.,Domestic fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026327.,Fables.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026339,Fiction,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026362,Graphic novels.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026373,Horror fiction,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026415.,Literature.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026419,Love poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026419.,Love poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026481,Poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026529.,Science fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026552.,Spoken word poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014026580,Underground comics.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2014027101.,Song cycles.,n,,,,auto: unclassified; REVIEW
http://id.loc.gov/authorities/genreForms/gf2014027103.,Songs.,n,,,,auto: unclassified; REVIEW
http://id.loc.gov/authorities/genreForms/gf2014027107.,Soundscapes (Music),n,,,,auto: unclassified; REVIEW
http://id.loc.gov/authorities/genreForms/gf2015026020,Novels,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2017027220,Artists' books. | Artists' books,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2017027230,Documentary photographs.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2017027240.,Linocuts.,y,linocuts,production-printing,Linocuts,"auto: reconciled to existing concept ""linocuts""; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2017027252.,Playing cards.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2017027256.,Relief prints.,y,relief-prints,production-printing,Relief prints,"auto: reconciled to existing concept ""relief-prints""; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2018026002.,Gay poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/genreForms/gf2020026003.,Alphabet books.,n,,,,auto: unclassified; REVIEW
http://id.loc.gov/authorities/genreForms/gf2025026022,Translations.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/subjects/gf2017027220,Artists' books. | Artists' books,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/authorities/subjects/sh85008302,Artists' books.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/vocabulary/rbmscv/cv00063.,Marbled papers.,y,marbled-papers,material,Marbled papers,auto: NEW material concept (best-guess); REVIEW id/label/category
http://id.loc.gov/vocabulary/rbmscv/cv00179.,Authors' inscriptions.,n,,,,auto: unclassified; REVIEW
http://id.loc.gov/vocabulary/rbmscv/cv00494.,Embossed paper bindings.,y,embossed-paper-bindings,binding-format,Embossed paper bindings,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
http://id.loc.gov/vocabulary/rbmscv/cv00985.,Juvenile literature.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/vocabulary/rbmscv/cv01639.,Notebooks.,n,,,,auto: unclassified; REVIEW
http://id.loc.gov/vocabulary/rbmscv/cv02058.,Zines.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.loc.gov/vocabulary/rbmscv/cv02061.,Fanzines.,n,,,,auto: unclassified; REVIEW
http://id.nlm.nih.gov/mesh/D019528.,Lecture Note.,n,,,,auto: unclassified; REVIEW
http://id.nlm.nih.gov/mesh/D020495.,Pictorial Work.,n,,,,auto: unclassified; REVIEW
http://id.nlm.nih.gov/mesh/D055821.,Poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1411636.,Early works.,n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/1423727.,Statistics.,n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/1423729.,Medical statistics.,n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/1423787,Fiction,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1423855.,Music.,n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/1726252.,Motion pictures.,n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/1726489.,Science fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1726589.,Domestic fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1726604.,Fables.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1726661.,Love poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1726738.,Sea stories.,n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/1726743.,Song cycles.,n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/1726744.,Songs.,n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/1919982.,Trade catalogs.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1920771.,Catalogues raisonnés.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1921716.,Literature.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1921737.,Spoken word poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
